,corp_name,se,thstrm,frmtrm,lwfr
0,인크로스,주당액면가액(원),500,500,500
1,인크로스,(연결)당기순이익(백만원),"15,409","21,115","12,307"
2,인크로스,(별도)당기순이익(백만원),"15,538","20,986","12,309"
3,인크로스,(연결)주당순이익(원),"1,281","2,958","1,701"
4,인크로스,현금배당금총액(백만원),"4,688","5,215",-
5,인크로스,주식배당금총액(백만원),-,-,-
6,인크로스,(연결)현금배당성향(%),30.40,24.70,-
7,인크로스,현금배당수익률(%),2.50,1.50,-
8,인크로스,현금배당수익률(%),-,-,-
9,인크로스,주식배당수익률(%),-,-,-
10,인크로스,주식배당수익률(%),-,-,-
11,인크로스,주당 현금배당금(원),389,722,-
12,인크로스,주당 현금배당금(원),-,-,-
13,인크로스,주당 주식배당(주),-,-,-
14,인크로스,주당 주식배당(주),-,-,-
