,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,현대바이오,주당액면가액(원),500,500,500,
1,현대바이오,(연결)당기순이익(백만원),"-15,807","-20,051","-8,260",
2,현대바이오,(별도)당기순이익(백만원),"-11,858","-21,930","-9,703",
3,현대바이오,(연결)주당순이익(원),-402,-543,-230,
4,현대바이오,현금배당금총액(백만원),-,-,-,
5,현대바이오,주식배당금총액(백만원),-,-,-,
6,현대바이오,(연결)현금배당성향(%),-,-,-,
7,현대바이오,현금배당수익률(%),-,-,-,보통주
8,현대바이오,현금배당수익률(%),-,-,-,
9,현대바이오,주식배당수익률(%),-,-,-,보통주
10,현대바이오,주식배당수익률(%),-,-,-,
11,현대바이오,주당 현금배당금(원),-,-,-,보통주
12,현대바이오,주당 현금배당금(원),-,-,-,
13,현대바이오,주당 주식배당(주),-,-,-,보통주
14,현대바이오,주당 주식배당(주),-,-,-,
