,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한국금융지주,주당액면가액(원),"5,000","5,000","5,000",
1,한국금융지주,(연결)당기순이익(백만원),"636,850","1,764,403","863,467",
2,한국금융지주,(별도)당기순이익(백만원),"663,789","277,673","192,467",
3,한국금융지주,(연결)주당순이익(원),"10,900","30,208","14,780",
4,한국금융지주,현금배당금총액(백만원),"134,661","359,488","175,538",
5,한국금융지주,주식배당금총액(백만원),-,-,-,
6,한국금융지주,(연결)현금배당성향(%),21.10,20.40,20.30,
7,한국금융지주,현금배당수익률(%),4.00,7.30,3.80,보통주
8,한국금융지주,현금배당수익률(%),4.90,9.00,4.70,1종 종류주식
9,한국금융지주,주식배당수익률(%),-,-,-,보통주
10,한국금융지주,주식배당수익률(%),-,-,-,1종 종류주식
11,한국금융지주,주당 현금배당금(원),"2,300","6,150","3,000",보통주
12,한국금융지주,주당 현금배당금(원),"2,362","6,212","3,062",1종 종류주식
13,한국금융지주,주당 주식배당(주),-,-,-,보통주
14,한국금융지주,주당 주식배당(주),-,-,-,1종 종류주식
