,corp_name,se,thstrm,frmtrm,lwfr
0,영보화학,주당액면가액(원),500,500,500
1,영보화학,(연결)당기순이익(백만원),"6,689","3,502","2,842"
2,영보화학,(별도)당기순이익(백만원),"2,402","4,504","10,122"
3,영보화학,(연결)주당순이익(원),343,180,146
4,영보화학,현금배당금총액(백만원),975,"1,950","1,463"
5,영보화학,주식배당금총액(백만원),-,-,-
6,영보화학,(연결)현금배당성향(%),14.58,55.69,51.46
7,영보화학,현금배당수익률(%),1.46,2.26,2.04
8,영보화학,현금배당수익률(%),-,-,-
9,영보화학,주식배당수익률(%),-,-,-
10,영보화학,주식배당수익률(%),-,-,-
11,영보화학,주당 현금배당금(원),50,100,75
12,영보화학,주당 현금배당금(원),-,-,-
13,영보화학,주당 주식배당(주),-,-,-
14,영보화학,주당 주식배당(주),-,-,-
