,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,삼천당제약,주당액면가액(원),500,500,500,
1,삼천당제약,(연결)당기순이익(백만원),"8,832","-10,361","7,494",
2,삼천당제약,(별도)당기순이익(백만원),"5,961","-18,628","-5,882",
3,삼천당제약,(연결)주당순이익(원),265,-750,-45,
4,삼천당제약,현금배당금총액(백만원),-,-,-,
5,삼천당제약,주식배당금총액(백만원),-,-,-,
6,삼천당제약,(연결)현금배당성향(%),-,-,-,
7,삼천당제약,현금배당수익률(%),-,-,-,보통주
8,삼천당제약,현금배당수익률(%),-,-,-,
9,삼천당제약,주식배당수익률(%),-,-,-,보통주
10,삼천당제약,주식배당수익률(%),-,-,-,
11,삼천당제약,주당 현금배당금(원),-,-,-,보통주
12,삼천당제약,주당 현금배당금(원),-,-,-,
13,삼천당제약,주당 주식배당(주),-,-,-,보통주
14,삼천당제약,주당 주식배당(주),-,-,-,
