,corp_name,se,thstrm,frmtrm,lwfr
0,HSD엔진,주당액면가액(원),"1,000","1,000","1,000"
1,HSD엔진,(연결)당기순이익(백만원),"-40,272","-39,738","6,048"
2,HSD엔진,(별도)당기순이익(백만원),"-40,876","-37,014","5,478"
3,HSD엔진,(연결)주당순이익(원),-647,-778,184
4,HSD엔진,현금배당금총액(백만원),-,-,-
5,HSD엔진,주식배당금총액(백만원),-,-,-
6,HSD엔진,(연결)현금배당성향(%),-,-,-
7,HSD엔진,현금배당수익률(%),-,-,-
8,HSD엔진,현금배당수익률(%),-,-,-
9,HSD엔진,주식배당수익률(%),-,-,-
10,HSD엔진,주식배당수익률(%),-,-,-
11,HSD엔진,주당 현금배당금(원),-,-,-
12,HSD엔진,주당 현금배당금(원),-,-,-
13,HSD엔진,주당 주식배당(주),-,-,-
14,HSD엔진,주당 주식배당(주),-,-,-
