,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한신공영,주당액면가액(원),"5,000","5,000","5,000",
1,한신공영,(연결)당기순이익(백만원),"45,451","48,445","105,926",
2,한신공영,(별도)당기순이익(백만원),"50,369","55,719","105,685",
3,한신공영,(연결)주당순이익(원),"3,928","4,187","9,155",
4,한신공영,현금배당금총액(백만원),"3,472","4,051","4,630",
5,한신공영,주식배당금총액(백만원),-,-,-,
6,한신공영,(연결)현금배당성향(%),7.60,8.40,4.40,
7,한신공영,현금배당수익률(%),3.30,2.20,2.50,보통주
8,한신공영,현금배당수익률(%),-,-,-,우선주
9,한신공영,주식배당수익률(%),-,-,-,보통주
10,한신공영,주식배당수익률(%),-,-,-,우선주
11,한신공영,주당 현금배당금(원),300,350,400,보통주
12,한신공영,주당 현금배당금(원),350,400,450,우선주
13,한신공영,주당 주식배당(주),-,-,-,보통주
14,한신공영,주당 주식배당(주),-,-,-,우선주
