,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,동화기업,주당액면가액(원),500,500,500,
1,동화기업,(연결)당기순이익(백만원),"38,373","39,490","23,475",
2,동화기업,(별도)당기순이익(백만원),"38,053","46,305","23,154",
3,동화기업,(연결)주당순이익(원),"2,099","2,161","1,306",
4,동화기업,현금배당금총액(백만원),-,-,-,
5,동화기업,주식배당금총액(백만원),-,-,-,
6,동화기업,(연결)현금배당성향(%),-,-,-,
7,동화기업,현금배당수익률(%),-,-,-,보통주
8,동화기업,현금배당수익률(%),-,-,-,
9,동화기업,주식배당수익률(%),-,-,-,보통주
10,동화기업,주식배당수익률(%),-,-,-,
11,동화기업,주당 현금배당금(원),-,-,-,보통주
12,동화기업,주당 현금배당금(원),-,-,-,
13,동화기업,주당 주식배당(주),-,-,-,보통주
14,동화기업,주당 주식배당(주),-,-,-,
