,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한농화성,주당액면가액(원),500,500,500,
1,한농화성,(연결)당기순이익(백만원),-,-,-,
2,한농화성,(별도)당기순이익(백만원),"8,571","19,696","12,986",
3,한농화성,(연결)주당순이익(원),488,"1,288",849,
4,한농화성,현금배당금총액(백만원),"1,835","3,518","2,753",
5,한농화성,주식배당금총액(백만원),-,-,-,
6,한농화성,(연결)현금배당성향(%),21.40,17.90,21.20,
7,한농화성,현금배당수익률(%),1.10,1.50,2.10,보통주
8,한농화성,현금배당수익률(%),-,-,-,
9,한농화성,주식배당수익률(%),-,-,-,보통주
10,한농화성,주식배당수익률(%),-,-,-,
11,한농화성,주당 현금배당금(원),120,230,180,보통주
12,한농화성,주당 현금배당금(원),-,-,-,
13,한농화성,주당 주식배당(주),-,-,-,
14,한농화성,주당 주식배당(주),-,-,-,
