,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,피엔티,주당액면가액(원),500,500,500,
1,피엔티,(연결)당기순이익(백만원),"59,672","52,703","34,414",
2,피엔티,(별도)당기순이익(백만원),"60,489","49,226","24,877",
3,피엔티,(연결)주당순이익(원),"2,704","2,407","1,717",
4,피엔티,현금배당금총액(백만원),"2,225","3,337","2,198",
5,피엔티,주식배당금총액(백만원),-,-,-,
6,피엔티,(연결)현금배당성향(%),3.70,6.30,6.40,
7,피엔티,현금배당수익률(%),0.20,0.40,0.40,보통주
8,피엔티,현금배당수익률(%),-,-,-,우선주
9,피엔티,주식배당수익률(%),-,-,-,보통주
10,피엔티,주식배당수익률(%),-,-,-,우선주
11,피엔티,주당 현금배당금(원),100,150,100,보통주
12,피엔티,주당 현금배당금(원),-,-,-,우선주
13,피엔티,주당 주식배당(주),-,-,-,보통주
14,피엔티,주당 주식배당(주),-,-,-,우선주
