,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,미원홀딩스,주당액면가액(원),500,500,500,
1,미원홀딩스,(연결)당기순이익(백만원),"26,602","33,137","17,556",
2,미원홀딩스,(별도)당기순이익(백만원),"11,638","25,990","22,320",
3,미원홀딩스,(연결)주당순이익(원),"8,717","14,308","7,557",
4,미원홀딩스,현금배당금총액(백만원),"1,621","1,160","1,160",
5,미원홀딩스,주식배당금총액(백만원),-,-,-,
6,미원홀딩스,(연결)현금배당성향(%),6.10,3.50,6.61,
7,미원홀딩스,현금배당수익률(%),0.70,0.30,0.70,보통주
8,미원홀딩스,현금배당수익률(%),-,-,-,우선주
9,미원홀딩스,주식배당수익률(%),-,-,-,보통주
10,미원홀딩스,주식배당수익률(%),-,-,-,우선주
11,미원홀딩스,주당 현금배당금(원),700,500,500,보통주
12,미원홀딩스,주당 현금배당금(원),-,-,-,우선주
13,미원홀딩스,주당 주식배당(주),-,-,-,보통주
14,미원홀딩스,주당 주식배당(주),-,-,-,우선주
