,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,KG케미칼,주당액면가액(원),"5,000","5,000","5,000",
1,KG케미칼,(연결)당기순이익(백만원),"952,792","281,961","154,664",
2,KG케미칼,(별도)당기순이익(백만원),"19,162","14,197","-10,574",
3,KG케미칼,(연결)주당순이익(원),"23,384","5,749","3,358",
4,KG케미칼,현금배당금총액(백만원),"6,898","6,898","5,177",
5,KG케미칼,주식배당금총액(백만원),-,-,-,
6,KG케미칼,(연결)현금배당성향(%),2.30,9.30,11.99,
7,KG케미칼,현금배당수익률(%),2.43,1.63,1.68,보통주
8,KG케미칼,현금배당수익률(%),-,-,-,우선주
9,KG케미칼,주식배당수익률(%),-,-,-,보통주
10,KG케미칼,주식배당수익률(%),-,-,-,우선주
11,KG케미칼,주당 현금배당금(원),500,500,400,보통주
12,KG케미칼,주당 현금배당금(원),-,-,-,우선주
13,KG케미칼,주당 주식배당(주),-,-,-,보통주
14,KG케미칼,주당 주식배당(주),-,-,-,우선주
