,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,호텔신라,주당액면가액(원),"5,000","5,000","5,000",
1,호텔신라,(연결)당기순이익(백만원),"-50,164","27,059","-283,346",
2,호텔신라,(별도)당기순이익(백만원),"-85,682","-9,734","-302,061",
3,호텔신라,(연결)주당순이익(원),"-1,325",714,"-7,487",
4,호텔신라,현금배당금총액(백만원),"7,608","7,608","7,608",
5,호텔신라,주식배당금총액(백만원),-,-,-,
6,호텔신라,(연결)현금배당성향(%),-15.17,28.12,-2.69,
7,호텔신라,현금배당수익률(%),0.25,0.32,0.25,보통주
8,호텔신라,현금배당수익률(%),0.41,0.33,0.31,우선주
9,호텔신라,주식배당수익률(%),-,-,-,
10,호텔신라,주식배당수익률(%),-,-,-,
11,호텔신라,주당 현금배당금(원),200,200,200,보통주
12,호텔신라,주당 현금배당금(원),250,250,250,우선주
13,호텔신라,주당 주식배당(주),-,-,-,
14,호텔신라,주당 주식배당(주),-,-,-,
