,corp_name,se,thstrm,frmtrm,lwfr
0,한국단자공업,주당액면가액(원),500,500,500
1,한국단자공업,(연결)당기순이익(백만원),"48,630","62,880","57,723"
2,한국단자공업,(별도)당기순이익(백만원),"41,040","52,287","46,685"
3,한국단자공업,(연결)주당순이익(원),"4,714","6,096","5,585"
4,한국단자공업,현금배당금총액(백만원),"7,221","7,221","7,221"
5,한국단자공업,주식배당금총액(백만원),-,-,-
6,한국단자공업,(연결)현금배당성향(%),14.85,11.48,12.51
7,한국단자공업,현금배당수익률(%),1.35,0.92,1.22
8,한국단자공업,현금배당수익률(%),-,-,-
9,한국단자공업,주식배당수익률(%),-,-,-
10,한국단자공업,주식배당수익률(%),-,-,-
11,한국단자공업,주당 현금배당금(원),700,700,700
12,한국단자공업,주당 현금배당금(원),-,-,-
13,한국단자공업,주당 주식배당(주),-,-,-
14,한국단자공업,주당 주식배당(주),-,-,-
