,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,신성이엔지,주당액면가액(원),500,500,500,
1,신성이엔지,(연결)당기순이익(백만원),"34,272","-15,862","-13,723",
2,신성이엔지,(별도)당기순이익(백만원),"4,586","-22,776","-19,884",
3,신성이엔지,(연결)주당순이익(원),168,-79,-84,
4,신성이엔지,현금배당금총액(백만원),-,-,-,
5,신성이엔지,주식배당금총액(백만원),-,-,-,
6,신성이엔지,(연결)현금배당성향(%),-,-,-,
7,신성이엔지,현금배당수익률(%),-,-,-,보통주
8,신성이엔지,현금배당수익률(%),-,-,-,우선주
9,신성이엔지,주식배당수익률(%),-,-,-,보통주
10,신성이엔지,주식배당수익률(%),-,-,-,우선주
11,신성이엔지,주당 현금배당금(원),-,-,-,보통주
12,신성이엔지,주당 현금배당금(원),-,-,-,우선주
13,신성이엔지,주당 주식배당(주),-,-,-,보통주
14,신성이엔지,주당 주식배당(주),-,-,-,우선주
