,corp_name,se,thstrm,frmtrm,lwfr
0,한국화장품,주당액면가액(원),500,500,500
1,한국화장품,(연결)당기순이익(백만원),418,"-7,282","-7,653"
2,한국화장품,(별도)당기순이익(백만원),"-3,359","-3,498","-6,586"
3,한국화장품,(연결)주당순이익(원),37,-449,-476
4,한국화장품,현금배당금총액(백만원),0,0,0
5,한국화장품,주식배당금총액(백만원),0,0,0
6,한국화장품,(연결)현금배당성향(%),0.00,0.00,0.00
7,한국화장품,현금배당수익률(%),0.00,0.00,0.00
8,한국화장품,현금배당수익률(%),0.00,0.00,0.00
9,한국화장품,주식배당수익률(%),0.00,0.00,0.00
10,한국화장품,주식배당수익률(%),0.00,0.00,0.00
11,한국화장품,주당 현금배당금(원),0,0,0
12,한국화장품,주당 현금배당금(원),0,0,0
13,한국화장품,주당 주식배당(주),0,0,0
14,한국화장품,주당 주식배당(주),0,0,0
