,corp_name,se,thstrm,frmtrm,lwfr
0,CJ CGV,주당액면가액(원),500,500,500
1,CJ CGV,(연결)당기순이익(백만원),"-166,157","-280,207","-635,415"
2,CJ CGV,(별도)당기순이익(백만원),"-120,806","-261,054","-466,502"
3,CJ CGV,(연결)주당순이익(원),"-4,296","-8,342","-22,827"
4,CJ CGV,현금배당금총액(백만원),-,-,-
5,CJ CGV,주식배당금총액(백만원),-,-,-
6,CJ CGV,(연결)현금배당성향(%),-,-,-
7,CJ CGV,현금배당수익률(%),-,-,-
8,CJ CGV,현금배당수익률(%),-,-,-
9,CJ CGV,주식배당수익률(%),-,-,-
10,CJ CGV,주식배당수익률(%),-,-,-
11,CJ CGV,주당 현금배당금(원),-,-,-
12,CJ CGV,주당 현금배당금(원),-,-,-
13,CJ CGV,주당 주식배당(주),-,-,-
14,CJ CGV,주당 주식배당(주),-,-,-
