,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,파마리서치,주당액면가액(원),500,500,500,
1,파마리서치,(연결)당기순이익(백만원),"43,434","46,824","32,452",
2,파마리서치,(별도)당기순이익(백만원),"40,474","49,424","33,868",
3,파마리서치,(연결)주당순이익(원),"4,067","4,717","3,447",
4,파마리서치,현금배당금총액(백만원),"6,584","5,986","4,940",
5,파마리서치,주식배당금총액(백만원),-,-,-,
6,파마리서치,(연결)현금배당성향(%),15.20,12.80,15.10,
7,파마리서치,현금배당수익률(%),0.90,0.70,0.90,보통주
8,파마리서치,현금배당수익률(%),-,-,-,우선주
9,파마리서치,주식배당수익률(%),-,-,-,보통주
10,파마리서치,주식배당수익률(%),-,-,-,우선주
11,파마리서치,주당 현금배당금(원),660,600,500,보통주
12,파마리서치,주당 현금배당금(원),-,-,500,우선주
13,파마리서치,주당 주식배당(주),-,-,-,보통주
14,파마리서치,주당 주식배당(주),-,-,-,우선주
