,corp_name,se,thstrm,frmtrm,lwfr
0,효성화학,주당액면가액(원),"5,000","5,000","5,000"
1,효성화학,(연결)당기순이익(백만원),"-480,867","58,288","-11,616"
2,효성화학,(별도)당기순이익(백만원),"-95,154","130,020","42,781"
3,효성화학,(연결)주당순이익(원),"-128,664","18,342","-3,656"
4,효성화학,현금배당금총액(백만원),-,-,-
5,효성화학,주식배당금총액(백만원),-,-,-
6,효성화학,(연결)현금배당성향(%),-,-,-
7,효성화학,현금배당수익률(%),-,-,-
8,효성화학,현금배당수익률(%),-,-,-
9,효성화학,주식배당수익률(%),-,-,-
10,효성화학,주식배당수익률(%),-,-,-
11,효성화학,주당 현금배당금(원),-,-,-
12,효성화학,주당 현금배당금(원),-,-,-
13,효성화학,주당 주식배당(주),-,-,-
14,효성화학,주당 주식배당(주),-,-,-
