,corp_name,se,thstrm,frmtrm,lwfr
0,쿠쿠홀딩스,주당액면가액(원),100,100,500
1,쿠쿠홀딩스,(연결)당기순이익(백만원),"116,689","144,832","106,711"
2,쿠쿠홀딩스,(별도)당기순이익(백만원),"39,998","28,610","17,997"
3,쿠쿠홀딩스,(연결)주당순이익(원),"3,755","4,163","16,600"
4,쿠쿠홀딩스,현금배당금총액(백만원),"24,863","21,755","20,512"
5,쿠쿠홀딩스,주식배당금총액(백만원),-,-,-
6,쿠쿠홀딩스,(연결)현금배당성향(%),21.30,15.02,19.22
7,쿠쿠홀딩스,현금배당수익률(%),4.80,3.60,3.30
8,쿠쿠홀딩스,현금배당수익률(%),-,-,-
9,쿠쿠홀딩스,주식배당수익률(%),-,-,-
10,쿠쿠홀딩스,주식배당수익률(%),-,-,-
11,쿠쿠홀딩스,주당 현금배당금(원),-,-,-
12,쿠쿠홀딩스,주당 현금배당금(원),800,700,"3,300"
13,쿠쿠홀딩스,주당 주식배당(주),-,-,-
14,쿠쿠홀딩스,주당 주식배당(주),-,-,-
