,corp_name,se,thstrm,frmtrm,lwfr
0,SUN&L,주당액면가액(원),"1,000","1,000","1,000"
1,SUN&L,(연결)당기순이익(백만원),"-19,157","-35,296","-10,472"
2,SUN&L,(별도)당기순이익(백만원),-713,"4,365","-18,774"
3,SUN&L,(연결)주당순이익(원),"-1,492","-2,808",-756
4,SUN&L,현금배당금총액(백만원),-,965,-
5,SUN&L,주식배당금총액(백만원),-,-,-
6,SUN&L,(연결)현금배당성향(%),-,-2.80,-
7,SUN&L,현금배당수익률(%),-,1.60,-
8,SUN&L,현금배당수익률(%),-,-,-
9,SUN&L,주식배당수익률(%),-,-,-
10,SUN&L,주식배당수익률(%),-,-,-
11,SUN&L,주당 현금배당금(원),-,80,-
12,SUN&L,주당 현금배당금(원),-,-,-
13,SUN&L,주당 주식배당(주),-,-,-
14,SUN&L,주당 주식배당(주),-,-,-
