,corp_name,se,thstrm,frmtrm,lwfr
0,CJ ENM,주당액면가액(원),"5,000","5,000","5,000"
1,CJ ENM,(연결)당기순이익(백만원),"-120,083","193,450","56,926"
2,CJ ENM,(별도)당기순이익(백만원),"80,682","203,786","168,434"
3,CJ ENM,(연결)주당순이익(원),"-5,476","8,822","2,596"
4,CJ ENM,현금배당금총액(백만원),-,"43,532","33,167"
5,CJ ENM,주식배당금총액(백만원),-,-,-
6,CJ ENM,(연결)현금배당성향(%),-,22.50,58.30
7,CJ ENM,현금배당수익률(%),-,1.50,1.20
8,CJ ENM,현금배당수익률(%),-,-,-
9,CJ ENM,주식배당수익률(%),-,-,-
10,CJ ENM,주식배당수익률(%),-,-,-
11,CJ ENM,주당 현금배당금(원),-,"2,100","1,600"
12,CJ ENM,주당 현금배당금(원),-,-,-
13,CJ ENM,주당 주식배당(주),-,-,-
14,CJ ENM,주당 주식배당(주),-,-,-
