,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,팜스코,주당액면가액(원),500,500,500,
1,팜스코,(연결)당기순이익(백만원),"-32,757","3,076","12,419",
2,팜스코,(별도)당기순이익(백만원),"-34,851","-4,750","9,488",
3,팜스코,(연결)주당순이익(원),-935,88,355,
4,팜스코,현금배당금총액(백만원),"1,751","3,502","3,502",
5,팜스코,주식배당금총액(백만원),-,-,-,
6,팜스코,(연결)현금배당성향(%),-5.30,113.80,28.20,
7,팜스코,현금배당수익률(%),1.30,1.60,2.20,보통주
8,팜스코,현금배당수익률(%),-,-,-,우선주
9,팜스코,주식배당수익률(%),-,-,-,보통주
10,팜스코,주식배당수익률(%),-,-,-,우선주
11,팜스코,주당 현금배당금(원),50,100,100,보통주
12,팜스코,주당 현금배당금(원),-,-,-,우선주
13,팜스코,주당 주식배당(주),-,-,-,보통주
14,팜스코,주당 주식배당(주),-,-,-,우선주
