,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,유니온머티리얼,주당액면가액(원),500,500,500,
1,유니온머티리얼,(연결)당기순이익(백만원),-215,544,"-1,345",
2,유니온머티리얼,(별도)당기순이익(백만원),"4,390","4,787","-2,051",
3,유니온머티리얼,(연결)주당순이익(원),-5,6,-32,
4,유니온머티리얼,현금배당금총액(백만원),"1,470","1,470",840,
5,유니온머티리얼,주식배당금총액(백만원),-,-,-,
6,유니온머티리얼,(연결)현금배당성향(%),-,270.20,-,
7,유니온머티리얼,현금배당수익률(%),1.30,1.10,0.50,보통주
8,유니온머티리얼,현금배당수익률(%),-,-,-,
9,유니온머티리얼,주식배당수익률(%),-,-,-,
10,유니온머티리얼,주식배당수익률(%),-,-,-,
11,유니온머티리얼,주당 현금배당금(원),35,35,20,보통주
12,유니온머티리얼,주당 현금배당금(원),-,-,-,
13,유니온머티리얼,주당 주식배당(주),-,-,-,
14,유니온머티리얼,주당 주식배당(주),-,-,-,
