,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,이녹스첨단소재,주당액면가액(원),500,500,500,
1,이녹스첨단소재,(연결)당기순이익(백만원),"85,361","80,186","25,226",
2,이녹스첨단소재,(별도)당기순이익(백만원),"85,651","75,230","29,200",
3,이녹스첨단소재,(연결)주당순이익(원),"4,316","4,184","1,389",
4,이녹스첨단소재,현금배당금총액(백만원),"8,791","6,875",-,
5,이녹스첨단소재,주식배당금총액(백만원),-,-,137,
6,이녹스첨단소재,(연결)현금배당성향(%),10.30,8.57,-,
7,이녹스첨단소재,현금배당수익률(%),1.50,0.80,-,보통주
8,이녹스첨단소재,현금배당수익률(%),-,-,-,
9,이녹스첨단소재,주식배당수익률(%),-,-,2.66,보통주
10,이녹스첨단소재,주식배당수익률(%),-,-,-,
11,이녹스첨단소재,주당 현금배당금(원),450,350,-,보통주
12,이녹스첨단소재,주당 현금배당금(원),-,-,-,
13,이녹스첨단소재,주당 주식배당(주),-,-,0,보통주
14,이녹스첨단소재,주당 주식배당(주),-,-,-,
