,corp_name,se,thstrm,frmtrm,lwfr
0,국도화학,주당액면가액(원),"5,000","5,000","5,000"
1,국도화학,(연결)당기순이익(백만원),"74,323","157,700","29,429"
2,국도화학,(별도)당기순이익(백만원),"99,124","166,440","20,438"
3,국도화학,(연결)주당순이익(원),"8,626","21,321","4,381"
4,국도화학,현금배당금총액(백만원),"11,887","19,009","6,536"
5,국도화학,주식배당금총액(백만원),-,-,-
6,국도화학,(연결)현금배당성향(%),15.99,12.05,22.21
7,국도화학,현금배당수익률(%),3.05,3.82,2.21
8,국도화학,현금배당수익률(%),-,-,-
9,국도화학,주식배당수익률(%),-,-,-
10,국도화학,주식배당수익률(%),-,-,-
11,국도화학,주당 현금배당금(원),"1,400","2,200","1,200"
12,국도화학,주당 현금배당금(원),-,-,-
13,국도화학,주당 주식배당(주),-,-,-
14,국도화학,주당 주식배당(주),-,-,-
