,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,세아제강지주,주당액면가액(원),"5,000","5,000","5,000",
1,세아제강지주,(연결)당기순이익(백만원),"278,374","175,962","17,081",
2,세아제강지주,(별도)당기순이익(백만원),"21,672","13,953","14,144",
3,세아제강지주,(연결)주당순이익(원),"68,897","43,550","4,227",
4,세아제강지주,현금배당금총액(백만원),"9,091","7,071","6,061",
5,세아제강지주,주식배당금총액(백만원),-,-,-,
6,세아제강지주,(연결)현금배당성향(%),3.30,4.00,35.50,
7,세아제강지주,현금배당수익률(%),1.40,1.70,3.30,보통주
8,세아제강지주,현금배당수익률(%),-,-,-,우선주
9,세아제강지주,주식배당수익률(%),-,-,-,보통주
10,세아제강지주,주식배당수익률(%),-,-,-,우선주
11,세아제강지주,주당 현금배당금(원),"2,250","1,750","1,500",보통주
12,세아제강지주,주당 현금배당금(원),-,-,-,우선주
13,세아제강지주,주당 주식배당(주),-,-,-,보통주
14,세아제강지주,주당 주식배당(주),-,-,-,우선주
