,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,GS,주당액면가액(원),"5,000","5,000","5,000",
1,GS,(연결)당기순이익(백만원),"2,142,967","1,448,999","-242,685",
2,GS,(별도)당기순이익(백만원),"445,477","299,847","-53,296",
3,GS,(연결)주당순이익(원),"22,634","15,304","-2,564",
4,GS,현금배당금총액(백만원),"236,776","189,439","179,972",
5,GS,주식배당금총액(백만원),-,-,-,
6,GS,(연결)현금배당성향(%),11.10,13.17,-74.20,
7,GS,현금배당수익률(%),5.40,4.90,5.10,보통주
8,GS,현금배당수익률(%),7.10,5.60,6.10,우선주
9,GS,주식배당수익률(%),-,-,-,보통주
10,GS,주식배당수익률(%),-,-,-,우선주
11,GS,주당 현금배당금(원),"2,500","2,000","1,900",보통주
12,GS,주당 현금배당금(원),"2,550","2,050","1,950",우선주
13,GS,주당 주식배당(주),-,-,-,보통주
14,GS,주당 주식배당(주),-,-,-,우선주
