,corp_name,se,thstrm,frmtrm,lwfr
0,조흥,주당액면가액(원),"5,000","5,000","5,000"
1,조흥,(연결)당기순이익(백만원),"11,131",-,-
2,조흥,(별도)당기순이익(백만원),"11,844","16,075","7,517"
3,조흥,(연결)주당순이익(원),"18,552","26,792","12,528"
4,조흥,현금배당금총액(백만원),"3,900","3,900","3,600"
5,조흥,주식배당금총액(백만원),-,-,-
6,조흥,(연결)현금배당성향(%),35.00,24.30,47.90
7,조흥,현금배당수익률(%),3.20,3.40,3.30
8,조흥,현금배당수익률(%),-,-,-
9,조흥,주식배당수익률(%),-,-,-
10,조흥,주식배당수익률(%),-,-,-
11,조흥,주당 현금배당금(원),"6,500","6,500","6,000"
12,조흥,주당 현금배당금(원),-,-,-
13,조흥,주당 주식배당(주),-,-,-
14,조흥,주당 주식배당(주),-,-,-
