,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,이건산업,주당액면가액(원),"5,000","5,000","5,000",
1,이건산업,(연결)당기순이익(백만원),"5,356","11,662","1,686",
2,이건산업,(별도)당기순이익(백만원),"3,072","3,532","4,677",
3,이건산업,(연결)주당순이익(원),501,"1,091",158,
4,이건산업,현금배당금총액(백만원),"1,071","2,142","2,138",
5,이건산업,주식배당금총액(백만원),-,-,-,
6,이건산업,(연결)현금배당성향(%),20.00,18.40,126.80,
7,이건산업,현금배당수익률(%),1.40,1.80,2.00,보통주
8,이건산업,현금배당수익률(%),-,-,-,우선주
9,이건산업,주식배당수익률(%),-,-,-,보통주
10,이건산업,주식배당수익률(%),-,-,-,우선주
11,이건산업,주당 현금배당금(원),100,200,200,보통주
12,이건산업,주당 현금배당금(원),-,-,-,우선주
13,이건산업,주당 주식배당(주),-,-,-,보통주
14,이건산업,주당 주식배당(주),-,-,-,우선주
