,corp_name,se,thstrm,frmtrm,lwfr
0,대림비앤코,주당액면가액(원),"1,000","1,000","1,000"
1,대림비앤코,(연결)당기순이익(백만원),-860,915,"-1,769"
2,대림비앤코,(별도)당기순이익(백만원),-714,"1,262","-2,012"
3,대림비앤코,(연결)주당순이익(원),-48,66,-103
4,대림비앤코,현금배당금총액(백만원),"1,834","2,167","2,167"
5,대림비앤코,주식배당금총액(백만원),-,-,-
6,대림비앤코,(연결)현금배당성향(%),-213.30,236.80,-122.40
7,대림비앤코,현금배당수익률(%),2.90,1.80,2.20
8,대림비앤코,현금배당수익률(%),-,-,-
9,대림비앤코,주식배당수익률(%),-,-,-
10,대림비앤코,주식배당수익률(%),-,-,-
11,대림비앤코,주당 현금배당금(원),110,130,130
12,대림비앤코,주당 현금배당금(원),-,-,-
13,대림비앤코,주당 주식배당(주),-,-,-
14,대림비앤코,주당 주식배당(주),-,-,-
15,대림비앤코,주당 주식배당(주),-,-,-
