,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,세이브존I&C,주당액면가액(원),"1,000","1,000","1,000",
1,세이브존I&C,(연결)당기순이익(백만원),-,-,-,
2,세이브존I&C,(별도)당기순이익(백만원),"9,179","7,451","9,910",
3,세이브존I&C,(연결)주당순이익(원),243,197,262,
4,세이브존I&C,현금배당금총액(백만원),"1,133","1,133","1,133",
5,세이브존I&C,주식배당금총액(백만원),-,-,-,
6,세이브존I&C,(연결)현금배당성향(%),12.30,15.20,11.40,
7,세이브존I&C,현금배당수익률(%),1.20,1.00,1.00,보통주
8,세이브존I&C,현금배당수익률(%),-,-,-,우선주
9,세이브존I&C,주식배당수익률(%),-,-,-,보통주
10,세이브존I&C,주식배당수익률(%),-,-,-,우선주
11,세이브존I&C,주당 현금배당금(원),30,30,30,보통주
12,세이브존I&C,주당 현금배당금(원),-,-,-,우선주
13,세이브존I&C,주당 주식배당(주),-,-,-,보통주
14,세이브존I&C,주당 주식배당(주),-,-,-,우선주
