,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,SK가스,주당액면가액(원),"5,000","5,000","5,000",
1,SK가스,(연결)당기순이익(백만원),"257,078","249,266","265,350",
2,SK가스,(별도)당기순이익(백만원),"268,904","227,224","185,286",
3,SK가스,(연결)주당순이익(원),"28,644","27,773","29,674",
4,SK가스,현금배당금총액(백만원),"58,338","45,773","35,900",
5,SK가스,주식배당금총액(백만원),-,-,-,
6,SK가스,(연결)현금배당성향(%),22.70,18.40,13.50,
7,SK가스,현금배당수익률(%),5.20,3.80,3.80,보통주
8,SK가스,현금배당수익률(%),-,-,-,
9,SK가스,주식배당수익률(%),-,-,-,보통주
10,SK가스,주식배당수익률(%),-,-,-,
11,SK가스,주당 현금배당금(원),"6,500","5,100","4,000",보통주
12,SK가스,주당 현금배당금(원),-,-,-,
13,SK가스,주당 주식배당(주),-,-,-,보통주
14,SK가스,주당 주식배당(주),-,-,-,
