,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,신세계건설,주당액면가액(원),"5,000","5,000","5,000",
1,신세계건설,(연결)당기순이익(백만원),"-14,219","26,155","12,231",
2,신세계건설,(별도)당기순이익(백만원),-,-,-,
3,신세계건설,(연결)주당순이익(원),"-3,555","6,539","3,058",
4,신세계건설,현금배당금총액(백만원),"2,000","3,400","3,200",
5,신세계건설,주식배당금총액(백만원),-,-,-,
6,신세계건설,(연결)현금배당성향(%),-,13.00,26.20,
7,신세계건설,현금배당수익률(%),2.90,2.50,3.10,보통주
8,신세계건설,현금배당수익률(%),-,-,-,
9,신세계건설,주식배당수익률(%),-,-,-,보통주
10,신세계건설,주식배당수익률(%),-,-,-,
11,신세계건설,주당 현금배당금(원),500,850,800,보통주
12,신세계건설,주당 현금배당금(원),-,-,-,
13,신세계건설,주당 주식배당(주),-,-,-,보통주
14,신세계건설,주당 주식배당(주),-,-,-,
