,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,사조씨푸드,주당액면가액(원),"1,000","1,000","1,000",
1,사조씨푸드,(연결)당기순이익(백만원),"8,295","9,842","7,842",
2,사조씨푸드,(별도)당기순이익(백만원),-,-,-,
3,사조씨푸드,(연결)주당순이익(원),482,572,455,
4,사조씨푸드,현금배당금총액(백만원),689,"1,033",-,
5,사조씨푸드,주식배당금총액(백만원),-,-,-,
6,사조씨푸드,(연결)현금배당성향(%),8.30,10.49,-,
7,사조씨푸드,현금배당수익률(%),0.90,1.10,-,보통주
8,사조씨푸드,현금배당수익률(%),-,-,-,
9,사조씨푸드,주식배당수익률(%),-,-,-,
10,사조씨푸드,주식배당수익률(%),-,-,-,
11,사조씨푸드,주당 현금배당금(원),40,60,-,보통주
12,사조씨푸드,주당 현금배당금(원),-,-,-,
13,사조씨푸드,주당 주식배당(주),-,-,-,
14,사조씨푸드,주당 주식배당(주),-,-,-,
