,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,RFHIC,주당액면가액(원),500,500,500,
1,RFHIC,(연결)당기순이익(백만원),"4,857","5,885","1,571",
2,RFHIC,(별도)당기순이익(백만원),"2,785","6,029","2,022",
3,RFHIC,(연결)주당순이익(원),106,239,83,
4,RFHIC,현금배당금총액(백만원),"2,604","3,939","2,369",
5,RFHIC,주식배당금총액(백만원),-,-,-,
6,RFHIC,(연결)현금배당성향(%),55.10,68.00,151.80,
7,RFHIC,현금배당수익률(%),0.40,0.40,0.20,보통주
8,RFHIC,현금배당수익률(%),-,-,-,우선주
9,RFHIC,주식배당수익률(%),-,-,-,보통주
10,RFHIC,주식배당수익률(%),-,-,-,우선주
11,RFHIC,주당 현금배당금(원),100,150,100,보통주
12,RFHIC,주당 현금배당금(원),-,-,-,우선주
13,RFHIC,주당 주식배당(주),-,-,-,보통주
14,RFHIC,주당 주식배당(주),-,-,-,우선주
