,corp_name,se,thstrm,frmtrm,lwfr
0,해태제과식품,주당액면가액(원),500,500,500
1,해태제과식품,(연결)당기순이익(백만원),"-2,248",-390,"27,447"
2,해태제과식품,(별도)당기순이익(백만원),"-2,918","-2,836","26,027"
3,해태제과식품,(연결)주당순이익(원),-88,-15,"1,035"
4,해태제과식품,현금배당금총액(백만원),"5,304","5,304","5,304"
5,해태제과식품,주식배당금총액(백만원),-,-,-
6,해태제과식품,(연결)현금배당성향(%),-,-,19.30
7,해태제과식품,현금배당수익률(%),3.00,2.50,2.40
8,해태제과식품,현금배당수익률(%),-,-,-
9,해태제과식품,주식배당수익률(%),-,-,-
10,해태제과식품,주식배당수익률(%),-,-,-
11,해태제과식품,주당 현금배당금(원),200,200,200
12,해태제과식품,주당 현금배당금(원),-,-,-
13,해태제과식품,주당 주식배당(주),-,-,-
14,해태제과식품,주당 주식배당(주),-,-,-
