,corp_name,se,thstrm,frmtrm,lwfr
0,대동,주당액면가액(원),"1,000","1,000","1,000"
1,대동,(연결)당기순이익(백만원),"38,471","34,672","21,002"
2,대동,(별도)당기순이익(백만원),"11,209","16,096","13,429"
3,대동,(연결)주당순이익(원),"1,812","1,619",985
4,대동,현금배당금총액(백만원),"2,310","1,658","1,658"
5,대동,주식배당금총액(백만원),-,-,-
6,대동,(연결)현금배당성향(%),6.00,4.80,7.90
7,대동,현금배당수익률(%),0.80,0.80,1.17
8,대동,현금배당수익률(%),-,-,-
9,대동,주식배당수익률(%),-,-,-
10,대동,주식배당수익률(%),-,-,-
11,대동,주당 현금배당금(원),100,80,80
12,대동,주당 현금배당금(원),-,-,-
13,대동,주당 주식배당(주),-,-,-
14,대동,주당 주식배당(주),-,-,-
