,corp_name,se,thstrm,frmtrm,lwfr
0,우리종합금융,주당액면가액(원),500,500,500
1,우리종합금융,(연결)당기순이익(백만원),"91,794","79,924","62,937"
2,우리종합금융,(별도)당기순이익(백만원),"92,508","79,330","62,233"
3,우리종합금융,(연결)주당순이익(원),105,91,89
4,우리종합금융,현금배당금총액(백만원),"20,105","17,483","8,741"
5,우리종합금융,주식배당금총액(백만원),-,-,-
6,우리종합금융,(연결)현금배당성향(%),21.90,21.90,13.80
7,우리종합금융,현금배당수익률(%),3.00,2.20,1.80
8,우리종합금융,현금배당수익률(%),-,-,-
9,우리종합금융,주식배당수익률(%),-,-,-
10,우리종합금융,주식배당수익률(%),-,-,-
11,우리종합금융,주당 현금배당금(원),23,20,10
12,우리종합금융,주당 현금배당금(원),-,-,-
13,우리종합금융,주당 주식배당(주),-,-,-
14,우리종합금융,주당 주식배당(주),-,-,-
