,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,LG생활건강,주당액면가액(원),"5,000","5,000","5,000",
1,LG생활건강,(연결)당기순이익(백만원),"236,572","844,523","797,629",
2,LG생활건강,(별도)당기순이익(백만원),"76,951","607,236","618,439",
3,LG생활건강,(연결)주당순이익(원),"14,119","50,395","47,596",
4,LG생활건강,현금배당금총액(백만원),"67,129","201,177","184,421",
5,LG생활건강,주식배당금총액(백만원),-,-,-,
6,LG생활건강,(연결)현금배당성향(%),28.40,23.80,23.10,
7,LG생활건강,현금배당수익률(%),0.60,1.10,0.70,보통주
8,LG생활건강,현금배당수익률(%),1.30,2.00,1.60,우선주
9,LG생활건강,주식배당수익률(%),-,-,-,보통주
10,LG생활건강,주식배당수익률(%),-,-,-,우선주
11,LG생활건강,주당 현금배당금(원),"4,000","12,000","11,000",보통주
12,LG생활건강,주당 현금배당금(원),"4,050","12,050","11,050",우선주
13,LG생활건강,주당 주식배당(주),-,-,-,보통주
14,LG생활건강,주당 주식배당(주),-,-,-,우선주
