,corp_name,se,thstrm,frmtrm,lwfr
0,수산중공업,주당액면가액(원),500,500,500
1,수산중공업,(연결)당기순이익(백만원),"15,749","11,393","4,032"
2,수산중공업,(별도)당기순이익(백만원),"5,939","2,945",856
3,수산중공업,(연결)주당순이익(원),292,211,78
4,수산중공업,현금배당금총액(백만원),540,540,514
5,수산중공업,주식배당금총액(백만원),-,-,-
6,수산중공업,(연결)현금배당성향(%),3.43,4.74,12.75
7,수산중공업,현금배당수익률(%),0.35,0.34,0.32
8,수산중공업,현금배당수익률(%),-,-,-
9,수산중공업,주식배당수익률(%),-,-,-
10,수산중공업,주식배당수익률(%),-,-,-
11,수산중공업,주당 현금배당금(원),10,10,10
12,수산중공업,주당 현금배당금(원),15,15,15
13,수산중공업,주당 주식배당(주),-,-,-
14,수산중공업,주당 주식배당(주),-,-,-
