,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,BGF리테일,주당액면가액(원),"1,000","1,000","1,000",
1,BGF리테일,(연결)당기순이익(백만원),"193,539","147,643","122,711",
2,BGF리테일,(별도)당기순이익(백만원),"190,700","146,219","125,895",
3,BGF리테일,(연결)주당순이익(원),"11,203","8,547","7,103",
4,BGF리테일,현금배당금총액(백만원),"70,828","51,825","41,460",
5,BGF리테일,주식배당금총액(백만원),-,-,-,
6,BGF리테일,(연결)현금배당성향(%),35.60,35.10,33.80,
7,BGF리테일,현금배당수익률(%),2.00,2.00,1.70,보통주
8,BGF리테일,현금배당수익률(%),-,-,-,우선주
9,BGF리테일,주식배당수익률(%),-,-,-,보통주
10,BGF리테일,주식배당수익률(%),-,-,-,우선주
11,BGF리테일,주당 현금배당금(원),"4,100","3,000","2,400",보통주
12,BGF리테일,주당 현금배당금(원),-,-,-,우선주
13,BGF리테일,주당 주식배당(주),-,-,-,보통주
14,BGF리테일,주당 주식배당(주),-,-,-,우선주
