,corp_name,se,thstrm,frmtrm,lwfr
0,삼익악기,주당액면가액(원),500,500,500
1,삼익악기,(연결)당기순이익(백만원),"15,068","23,764","9,961"
2,삼익악기,(별도)당기순이익(백만원),"3,276","25,845","4,286"
3,삼익악기,(연결)주당순이익(원),186,294,120
4,삼익악기,현금배당금총액(백만원),"4,052","4,147","4,177"
5,삼익악기,주식배당금총액(백만원),-,-,-
6,삼익악기,(연결)현금배당성향(%),26.90,17.40,41.90
7,삼익악기,현금배당수익률(%),3.80,2.70,3.40
8,삼익악기,현금배당수익률(%),-,-,-
9,삼익악기,주식배당수익률(%),-,-,-
10,삼익악기,주식배당수익률(%),-,-,-
11,삼익악기,주당 현금배당금(원),50,50,50
12,삼익악기,주당 현금배당금(원),-,-,-
13,삼익악기,주당 주식배당(주),-,-,-
14,삼익악기,주당 주식배당(주),-,-,-
