,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,키움증권,주당액면가액(원),"5,000","5,000","5,000",
1,키움증권,(연결)당기순이익(백만원),"507,326","903,715","703,371",
2,키움증권,(별도)당기순이익(백만원),"493,104","772,491","565,987",
3,키움증권,(연결)주당순이익(원),"17,919","31,680","30,319",
4,키움증권,현금배당금총액(백만원),"89,218","104,778","77,203",
5,키움증권,주식배당금총액(백만원),-,-,-,
6,키움증권,(연결)현금배당성향(%),17.59,11.59,10.98,
7,키움증권,현금배당수익률(%),3.30,3.21,2.41,보통주
8,키움증권,현금배당수익률(%),-,-,-,우선주
9,키움증권,주식배당수익률(%),-,-,-,보통주
10,키움증권,주식배당수익률(%),-,-,-,우선주
11,키움증권,주당 현금배당금(원),"3,000","3,500","3,000",보통주
12,키움증권,주당 현금배당금(원),"9,386","9,386","4,422",우선주(주4)
13,키움증권,주당 주식배당(주),-,-,-,보통주
14,키움증권,주당 주식배당(주),-,-,-,우선주
