,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,비상교육,주당액면가액(원),500,500,500,
1,비상교육,(연결)당기순이익(백만원),"-1,022","6,034","-14,904",
2,비상교육,(별도)당기순이익(백만원),"-1,036","11,008","-9,548",
3,비상교육,(연결)주당순이익(원),-83,494,"-1,212",
4,비상교육,현금배당금총액(백만원),"1,225","2,695","1,838",
5,비상교육,주식배당금총액(백만원),-,-,-,
6,비상교육,(연결)현금배당성향(%),-,44.67,-,
7,비상교육,현금배당수익률(%),1.60,2.80,2.30,보통주
8,비상교육,현금배당수익률(%),-,-,-,
9,비상교육,주식배당수익률(%),-,-,-,보통주
10,비상교육,주식배당수익률(%),-,-,-,
11,비상교육,주당 현금배당금(원),100,220,150,보통주
12,비상교육,주당 현금배당금(원),-,-,-,
13,비상교육,주당 주식배당(주),-,-,-,보통주
14,비상교육,주당 주식배당(주),-,-,-,
