,corp_name,se,thstrm,frmtrm,lwfr
0,코오롱생명과학,주당액면가액(원),500,500,500
1,코오롱생명과학,(연결)당기순이익(백만원),"2,133","-1,375","-43,195"
2,코오롱생명과학,(별도)당기순이익(백만원),"2,476","-2,226","-42,746"
3,코오롱생명과학,(연결)주당순이익(원),187,-121,"-3,789"
4,코오롱생명과학,현금배당금총액(백만원),-,-,-
5,코오롱생명과학,주식배당금총액(백만원),-,-,-
6,코오롱생명과학,(연결)현금배당성향(%),-,-,-
7,코오롱생명과학,현금배당수익률(%),-,-,-
8,코오롱생명과학,현금배당수익률(%),-,-,-
9,코오롱생명과학,주식배당수익률(%),-,-,-
10,코오롱생명과학,주식배당수익률(%),-,-,-
11,코오롱생명과학,주당 현금배당금(원),-,-,-
12,코오롱생명과학,주당 현금배당금(원),-,-,-
13,코오롱생명과학,주당 주식배당(주),-,-,-
14,코오롱생명과학,주당 주식배당(주),-,-,-
