,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,웅진씽크빅,주당액면가액(원),500,500,500,
1,웅진씽크빅,(연결)당기순이익(백만원),"3,109","44,177",358,
2,웅진씽크빅,(별도)당기순이익(백만원),"6,908","43,702","7,736",
3,웅진씽크빅,(연결)주당순이익(원),29,381,8,
4,웅진씽크빅,현금배당금총액(백만원),"12,395","14,705","12,625",
5,웅진씽크빅,주식배당금총액(백만원),-,-,-,
6,웅진씽크빅,(연결)현금배당성향(%),363.20,33.90,#######,
7,웅진씽크빅,현금배당수익률(%),4.48,1.90,2.00,보통주
8,웅진씽크빅,현금배당수익률(%),-,-,-,우선주
9,웅진씽크빅,주식배당수익률(%),-,-,-,보통주
10,웅진씽크빅,주식배당수익률(%),-,-,-,우선주
11,웅진씽크빅,주당 현금배당금(원),110,130,110,보통주
12,웅진씽크빅,주당 현금배당금(원),-,-,-,우선주
13,웅진씽크빅,주당 주식배당(주),-,-,-,보통주
14,웅진씽크빅,주당 주식배당(주),-,-,-,우선주
