,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,코엔텍,주당액면가액(원),500,500,500,
1,코엔텍,(연결)당기순이익(백만원),-,-,-,
2,코엔텍,(별도)당기순이익(백만원),"39,585","29,650","25,539",
3,코엔텍,(연결)주당순이익(원),815,596,513,
4,코엔텍,현금배당금총액(백만원),"24,290","14,935","25,391",
5,코엔텍,주식배당금총액(백만원),-,-,-,
6,코엔텍,(연결)현금배당성향(%),61.00,50.40,99.40,
7,코엔텍,현금배당수익률(%),6.30,3.20,5.40,보통주
8,코엔텍,현금배당수익률(%),-,-,-,우선주
9,코엔텍,주식배당수익률(%),-,-,-,보통주
10,코엔텍,주식배당수익률(%),-,-,-,우선주
11,코엔텍,주당 현금배당금(원),500,300,510,보통주
12,코엔텍,주당 현금배당금(원),-,-,-,우선주
13,코엔텍,주당 주식배당(주),-,-,-,보통주
14,코엔텍,주당 주식배당(주),-,-,-,우선주
