,corp_name,se,thstrm,frmtrm,lwfr
0,에스엘,주당액면가액(원),500,500,500
1,에스엘,(연결)당기순이익(백만원),"154,729","96,451","65,675"
2,에스엘,(별도)당기순이익(백만원),"163,552","132,488","91,737"
3,에스엘,(연결)주당순이익(원),"3,360","2,094","1,420"
4,에스엘,현금배당금총액(백만원),"27,633","23,028","23,028"
5,에스엘,주식배당금총액(백만원),-,-,-
6,에스엘,(연결)현금배당성향(%),17.90,23.90,35.10
7,에스엘,현금배당수익률(%),2.50,1.60,3.10
8,에스엘,현금배당수익률(%),-,-,-
9,에스엘,주식배당수익률(%),-,-,-
10,에스엘,주식배당수익률(%),-,-,-
11,에스엘,주당 현금배당금(원),600,500,500
12,에스엘,주당 현금배당금(원),-,-,-
13,에스엘,주당 주식배당(주),-,-,-
14,에스엘,주당 주식배당(주),-,-,-
