,corp_name,se,thstrm,frmtrm,lwfr
0,대한유화,주당액면가액(원),"5,000","5,000","5,000"
1,대한유화,(연결)당기순이익(백만원),"-149,053","149,936","127,243"
2,대한유화,(별도)당기순이익(백만원),"-147,600","140,903","118,500"
3,대한유화,(연결)주당순이익(원),"-24,134","24,277","20,603"
4,대한유화,현금배당금총액(백만원),"6,176","21,616","18,528"
5,대한유화,주식배당금총액(백만원),-,-,-
6,대한유화,(연결)현금배당성향(%),-4.10,14.40,14.60
7,대한유화,현금배당수익률(%),0.60,1.80,1.40
8,대한유화,현금배당수익률(%),-,-,-
9,대한유화,주식배당수익률(%),-,-,-
10,대한유화,주식배당수익률(%),-,-,-
11,대한유화,주당 현금배당금(원),"1,000","3,500","3,000"
12,대한유화,주당 현금배당금(원),-,-,-
13,대한유화,주당 주식배당(주),-,-,-
14,대한유화,주당 주식배당(주),-,-,-
