,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,부국증권,주당액면가액(원),"5,000","5,000","5,000",
1,부국증권,(연결)당기순이익(백만원),"42,314","77,360","60,553",
2,부국증권,(별도)당기순이익(백만원),"45,756","70,542","51,363",
3,부국증권,(연결)주당순이익(원),"4,736","8,672","6,784",
4,부국증권,현금배당금총액(백만원),"13,502","14,393","10,832",
5,부국증권,주식배당금총액(백만원),-,-,-,
6,부국증권,(연결)현금배당성향(%),31.91,18.61,17.89,
7,부국증권,현금배당수익률(%),7.72,6.36,5.25,보통주
8,부국증권,현금배당수익률(%),8.06,7.17,6.00,우선주
9,부국증권,주식배당수익률(%),-,-,-,보통주
10,부국증권,주식배당수익률(%),-,-,-,우선주
11,부국증권,주당 현금배당금(원),"1,500","1,600","1,200",보통주
12,부국증권,주당 현금배당금(원),"1,550","1,650","1,250",우선주
13,부국증권,주당 주식배당(주),-,-,-,보통주
14,부국증권,주당 주식배당(주),-,-,-,우선주
