,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,아세아제지,주당액면가액(원),"5,000","5,000","5,000",
1,아세아제지,(연결)당기순이익(백만원),"94,400","90,997","54,245",
2,아세아제지,(별도)당기순이익(백만원),"64,954","50,846","43,761",
3,아세아제지,(연결)주당순이익(원),"10,540","10,160","6,057",
4,아세아제지,현금배당금총액(백만원),"8,956","8,061","6,270",
5,아세아제지,주식배당금총액(백만원),-,-,-,
6,아세아제지,(연결)현금배당성향(%),9.50,8.90,11.60,
7,아세아제지,현금배당수익률(%),2.60,1.80,1.90,보통주
8,아세아제지,현금배당수익률(%),-,-,-,종류주
9,아세아제지,주식배당수익률(%),-,-,-,보통주
10,아세아제지,주식배당수익률(%),-,-,-,종류주
11,아세아제지,주당 현금배당금(원),"1,000",900,700,보통주
12,아세아제지,주당 현금배당금(원),-,-,-,종류주
13,아세아제지,주당 주식배당(주),-,-,-,보통주
14,아세아제지,주당 주식배당(주),-,-,-,종류주
