,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,한미글로벌,주당액면가액(원),500,500,500,
1,한미글로벌,(연결)당기순이익(백만원),"23,407","14,522","9,302",
2,한미글로벌,(별도)당기순이익(백만원),"14,379","12,314","7,959",
3,한미글로벌,(연결)주당순이익(원),"2,449","1,537",974,
4,한미글로벌,현금배당금총액(백만원),"5,594","4,262","2,826",
5,한미글로벌,주식배당금총액(백만원),-,-,-,
6,한미글로벌,(연결)현금배당성향(%),23.90,29.30,30.30,
7,한미글로벌,현금배당수익률(%),2.00,3.80,2.90,보통주
8,한미글로벌,현금배당수익률(%),-,-,-,우선주
9,한미글로벌,주식배당수익률(%),-,-,-,보통주
10,한미글로벌,주식배당수익률(%),-,-,-,우선주
11,한미글로벌,주당 현금배당금(원),550,450,300,보통주
12,한미글로벌,주당 현금배당금(원),-,-,-,우선주
13,한미글로벌,주당 주식배당(주),-,-,-,보통주
14,한미글로벌,주당 주식배당(주),-,-,-,우선주
