,corp_name,se,thstrm,frmtrm,lwfr
0,동성케미컬,주당액면가액(원),"1,000","1,000","1,000"
1,동성케미컬,(연결)당기순이익(백만원),"35,041","17,913","6,673"
2,동성케미컬,(별도)당기순이익(백만원),"13,557","14,663",-494
3,동성케미컬,(연결)주당순이익(원),742,371,152
4,동성케미컬,현금배당금총액(백만원),"9,731","9,919","10,998"
5,동성케미컬,주식배당금총액(백만원),-,-,-
6,동성케미컬,(연결)현금배당성향(%),27.80,55.40,164.80
7,동성케미컬,현금배당수익률(%),4.10,4.10,5.00
8,동성케미컬,현금배당수익률(%),-,-,-
9,동성케미컬,주식배당수익률(%),-,-,-
10,동성케미컬,주식배당수익률(%),-,-,-
11,동성케미컬,주당 현금배당금(원),200,200,250
12,동성케미컬,주당 현금배당금(원),-,-,-
13,동성케미컬,주당 주식배당(주),-,-,-
14,동성케미컬,주당 주식배당(주),-,-,-
