,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,휴온스,주당액면가액(원),500,500,500,
1,휴온스,(연결)당기순이익(백만원),"22,515","30,581","56,586",
2,휴온스,(별도)당기순이익(백만원),"22,900","31,692","49,404",
3,휴온스,(연결)주당순이익(원),"1,891","2,858","5,645",
4,휴온스,현금배당금총액(백만원),"7,098","6,455","5,874",
5,휴온스,주식배당금총액(백만원),-,538,489,
6,휴온스,(연결)현금배당성향(%),31.00,21.00,11.00,
7,휴온스,현금배당수익률(%),1.93,1.09,0.88,보통주
8,휴온스,현금배당수익률(%),-,-,-,종류주
9,휴온스,주식배당수익률(%),-,-,-,보통주
10,휴온스,주식배당수익률(%),-,-,-,종류주
11,휴온스,주당 현금배당금(원),600,600,600,보통주
12,휴온스,주당 현금배당금(원),-,-,-,종류주
13,휴온스,주당 주식배당(주),-,0,0,보통주
14,휴온스,주당 주식배당(주),-,-,-,종류주
