,corp_name,se,thstrm,frmtrm,lwfr
0,화승인더스트리,주당액면가액(원),500,500,500
1,화승인더스트리,(연결)당기순이익(백만원),856,"-2,094","37,346"
2,화승인더스트리,(별도)당기순이익(백만원),"22,428","15,536","15,593"
3,화승인더스트리,(연결)주당순이익(원),17,-40,698
4,화승인더스트리,현금배당금총액(백만원),"9,422","9,873","10,011"
5,화승인더스트리,주식배당금총액(백만원),-,-,-
6,화승인더스트리,(연결)현금배당성향(%),#######,-,26.80
7,화승인더스트리,현금배당수익률(%),4.70,3.10,2.70
8,화승인더스트리,현금배당수익률(%),-,-,-
9,화승인더스트리,주식배당수익률(%),-,-,-
10,화승인더스트리,주식배당수익률(%),-,-,-
11,화승인더스트리,주당 현금배당금(원),188,188,188
12,화승인더스트리,주당 현금배당금(원),-,-,-
13,화승인더스트리,주당 주식배당(주),-,-,-
14,화승인더스트리,주당 주식배당(주),-,-,-
