,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,태림포장,주당액면가액(원),500,500,500,
1,태림포장,(연결)당기순이익(백만원),"17,439","16,997","2,988",
2,태림포장,(별도)당기순이익(백만원),"7,252","11,282",750,
3,태림포장,(연결)주당순이익(원),253,247,43,
4,태림포장,현금배당금총액(백만원),"3,442","3,442",-,
5,태림포장,주식배당금총액(백만원),-,-,-,
6,태림포장,(연결)현금배당성향(%),19.70,20.30,-,
7,태림포장,현금배당수익률(%),1.60,1.10,-,보통주
8,태림포장,현금배당수익률(%),-,-,-,우선주
9,태림포장,주식배당수익률(%),-,-,-,보통주
10,태림포장,주식배당수익률(%),-,-,-,우선주
11,태림포장,주당 현금배당금(원),50,50,-,보통주
12,태림포장,주당 현금배당금(원),-,-,-,우선주
13,태림포장,주당 주식배당(주),-,-,-,보통주
14,태림포장,주당 주식배당(주),-,-,-,우선주
