,corp_name,se,thstrm,frmtrm,lwfr
0,페이퍼코리아,주당액면가액(원),500,500,500
1,페이퍼코리아,(연결)당기순이익(백만원),"-1,829","9,246",242
2,페이퍼코리아,(별도)당기순이익(백만원),"-16,746","-6,332","-17,607"
3,페이퍼코리아,(연결)주당순이익(원),-40,240,7
4,페이퍼코리아,현금배당금총액(백만원),-,-,-
5,페이퍼코리아,주식배당금총액(백만원),-,-,-
6,페이퍼코리아,(연결)현금배당성향(%),-,-,-
7,페이퍼코리아,현금배당수익률(%),-,-,-
8,페이퍼코리아,현금배당수익률(%),-,-,-
9,페이퍼코리아,주식배당수익률(%),-,-,-
10,페이퍼코리아,주식배당수익률(%),-,-,-
11,페이퍼코리아,주당 현금배당금(원),-,-,-
12,페이퍼코리아,주당 현금배당금(원),-,-,-
13,페이퍼코리아,주당 주식배당(주),-,-,-
14,페이퍼코리아,주당 주식배당(주),-,-,-
15,페이퍼코리아,주당 주식배당(주),-,-,-
