,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,풀무원,주당액면가액(원),500,500,500,
1,풀무원,(연결)당기순이익(백만원),"-36,967",304,"11,834",
2,풀무원,(별도)당기순이익(백만원),"8,192","17,766","14,539",
3,풀무원,(연결)주당순이익(원),-724,145,399,
4,풀무원,현금배당금총액(백만원),"3,751","5,151","5,199",
5,풀무원,주식배당금총액(백만원),-,-,-,
6,풀무원,(연결)현금배당성향(%),-10.10,#######,43.90,
7,풀무원,현금배당수익률(%),0.90,0.60,0.60,보통주
8,풀무원,현금배당수익률(%),-,2.00,2.10,우선주
9,풀무원,주식배당수익률(%),-,-,-,보통주
10,풀무원,주식배당수익률(%),-,-,-,우선주
11,풀무원,주당 현금배당금(원),102,102,102,보통주
12,풀무원,주당 현금배당금(원),-,347,347,우선주
13,풀무원,주당 주식배당(주),-,-,-,보통주
14,풀무원,주당 주식배당(주),-,-,-,우선주
