,corp_name,se,thstrm,frmtrm,lwfr
0,금호에이치티,주당액면가액(원),500,500,500
1,금호에이치티,(연결)당기순이익(백만원),"-22,636","-17,808","-9,813"
2,금호에이치티,(별도)당기순이익(백만원),"-22,409","-29,332","-10,620"
3,금호에이치티,(연결)주당순이익(원),-121,-130,-105
4,금호에이치티,현금배당금총액(백만원),-,-,-
5,금호에이치티,주식배당금총액(백만원),-,-,-
6,금호에이치티,(연결)현금배당성향(%),-,-,-
7,금호에이치티,현금배당수익률(%),-,-,-
8,금호에이치티,현금배당수익률(%),-,-,-
9,금호에이치티,주식배당수익률(%),-,-,-
10,금호에이치티,주식배당수익률(%),-,-,-
11,금호에이치티,주당 현금배당금(원),-,-,-
12,금호에이치티,주당 현금배당금(원),-,-,-
13,금호에이치티,주당 주식배당(주),-,-,-
14,금호에이치티,주당 주식배당(주),-,-,-
