,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,솔브레인홀딩스,주당액면가액(원),500,500,500,
1,솔브레인홀딩스,(연결)당기순이익(백만원),"64,189","31,458","1,442,659",
2,솔브레인홀딩스,(별도)당기순이익(백만원),"7,249","2,936","1,454,803",
3,솔브레인홀딩스,(연결)주당순이익(원),"3,107","1,523","106,557",
4,솔브레인홀딩스,현금배당금총액(백만원),"3,512","3,099",-,
5,솔브레인홀딩스,주식배당금총액(백만원),-,-,-,
6,솔브레인홀딩스,(연결)현금배당성향(%),5.47,9.85,-,
7,솔브레인홀딩스,현금배당수익률(%),0.70,0.40,-,보통주
8,솔브레인홀딩스,현금배당수익률(%),-,-,-,
9,솔브레인홀딩스,주식배당수익률(%),-,-,-,
10,솔브레인홀딩스,주식배당수익률(%),-,-,-,
11,솔브레인홀딩스,주당 현금배당금(원),170,150,-,보통주
12,솔브레인홀딩스,주당 현금배당금(원),-,-,-,
13,솔브레인홀딩스,주당 주식배당(주),-,-,-,
14,솔브레인홀딩스,주당 주식배당(주),-,-,-,
