,corp_name,se,thstrm,frmtrm,lwfr
0,KTcs,주당액면가액(원),500,500,500
1,KTcs,(연결)당기순이익(백만원),"18,103","19,034","11,323"
2,KTcs,(별도)당기순이익(백만원),"13,159","14,312","5,660"
3,KTcs,(연결)주당순이익(원),436,454,257
4,KTcs,현금배당금총액(백만원),"4,553","4,014","3,246"
5,KTcs,주식배당금총액(백만원),-,-,-
6,KTcs,(연결)현금배당성향(%),25.20,21.10,28.60
7,KTcs,현금배당수익률(%),5.15,3.90,3.60
8,KTcs,현금배당수익률(%),-,-,-
9,KTcs,주식배당수익률(%),-,-,-
10,KTcs,주식배당수익률(%),-,-,-
11,KTcs,주당 현금배당금(원),120,100,80
12,KTcs,주당 현금배당금(원),-,-,-
13,KTcs,주당 주식배당(주),-,-,-
14,KTcs,주당 주식배당(주),-,-,-
