,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,이수화학,주당액면가액(원),"5,000","5,000","5,000",
1,이수화학,(연결)당기순이익(백만원),"27,727","94,032","-78,687",
2,이수화학,(별도)당기순이익(백만원),"15,524","38,790","-153,108",
3,이수화학,(연결)주당순이익(원),"1,019","3,584","-4,419",
4,이수화학,현금배당금총액(백만원),"13,603","13,603","7,068",
5,이수화학,주식배당금총액(백만원),-,-,-,
6,이수화학,(연결)현금배당성향(%),49.10,14.50,-,
7,이수화학,현금배당수익률(%),2.60,3.40,2.30,보통주
8,이수화학,현금배당수익률(%),-,-,-,종류주식
9,이수화학,주식배당수익률(%),-,-,-,보통주
10,이수화학,주식배당수익률(%),-,-,-,종류주식
11,이수화학,주당 현금배당금(원),500,500,300,보통주
12,이수화학,주당 현금배당금(원),-,-,-,종류주식
13,이수화학,주당 주식배당(주),-,-,-,보통주
14,이수화학,주당 주식배당(주),-,-,-,종류주식
