,corp_name,se,thstrm,frmtrm,lwfr,stock_knd
0,경동나비엔,주당액면가액(원),"1,000","1,000","1,000",
1,경동나비엔,(연결)당기순이익(백만원),"53,582","80,658","41,637",
2,경동나비엔,(별도)당기순이익(백만원),"43,696","62,279","18,888",
3,경동나비엔,(연결)주당순이익(원),"3,707","5,898","3,261",
4,경동나비엔,현금배당금총액(백만원),"7,226","6,504","4,721",
5,경동나비엔,주식배당금총액(백만원),-,-,-,
6,경동나비엔,(연결)현금배당성향(%),13.49,8.06,11.34,
7,경동나비엔,현금배당수익률(%),1.45,0.84,0.67,보통주
8,경동나비엔,현금배당수익률(%),-,-,-,우선주
9,경동나비엔,주식배당수익률(%),-,-,-,보통주
10,경동나비엔,주식배당수익률(%),-,-,-,우선주
11,경동나비엔,주당 현금배당금(원),500,450,350,보통주
12,경동나비엔,주당 현금배당금(원),-,-,-,우선주
13,경동나비엔,주당 주식배당(주),-,-,-,보통주
14,경동나비엔,주당 주식배당(주),-,-,-,우선주
